dataset,measure,value,region,period,typ
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych przyznających,36,OGÓŁEM,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych przyznających,3,dolnośląskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych przyznających,5,kujawsko-pomorskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych przyznających,4,lubelskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych przyznających,-,lubuskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych przyznających,4,łódzkie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych przyznających,7,małopolskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych przyznających,-,mazowieckie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych przyznających,-,opolskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych przyznających,4,podkarpackie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych przyznających,4,podlaskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych przyznających,2,pomorskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych przyznających,-,śląskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych przyznających,-,świętokrzyskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych przyznających,-,warmińsko-mazurskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych przyznających,3,wielkopolskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych przyznających,-,zachodniopomorskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych odmownych,51,OGÓŁEM,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych odmownych,4,dolnośląskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych odmownych,2,kujawsko-pomorskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych odmownych,4,lubelskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych odmownych,1,lubuskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych odmownych,-,łódzkie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych odmownych,10,małopolskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych odmownych,7,mazowieckie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych odmownych,1,opolskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych odmownych,5,podkarpackie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych odmownych,4,podlaskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych odmownych,-,pomorskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych odmownych,-,śląskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych odmownych,-,świętokrzyskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych odmownych,2,warmińsko-mazurskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych odmownych,8,wielkopolskie,2025-Q1,
TABLICA 3. WNIOSKI I DECYZJE W SPRAWACH O PRZYZNANIE RODZICIELSKICH ŚWIADCZEŃ UZUPEŁNIJĄCYCH  WEDŁUG WOJEWÓDZTW,liczba decyzji pierwszorazowych odmownych,3,zachodniopomorskie,2025-Q1,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków ogółem,1963,OGÓŁEM,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków ogółem,53,dolnośląskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków ogółem,155,kujawsko-pomorskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków ogółem,287,lubelskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków ogółem,13,lubuskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków ogółem,177,łódzkie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków ogółem,148,małopolskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków ogółem,228,mazowieckie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków ogółem,24,opolskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków ogółem,161,podkarpackie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków ogółem,185,podlaskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków ogółem,79,pomorskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków ogółem,33,śląskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków ogółem,100,świętokrzyskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków ogółem,57,warmińsko-mazurskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków ogółem,234,wielkopolskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków ogółem,29,zachodniopomorskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków w tym śmiertelnych,16,OGÓŁEM,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków w tym śmiertelnych,-,dolnośląskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków w tym śmiertelnych,2,kujawsko-pomorskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków w tym śmiertelnych,1,lubelskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków w tym śmiertelnych,-,lubuskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków w tym śmiertelnych,1,łódzkie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków w tym śmiertelnych,2,małopolskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków w tym śmiertelnych,2,mazowieckie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków w tym śmiertelnych,-,opolskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków w tym śmiertelnych,2,podkarpackie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków w tym śmiertelnych,3,podlaskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków w tym śmiertelnych,-,pomorskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków w tym śmiertelnych,-,śląskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków w tym śmiertelnych,1,świętokrzyskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków w tym śmiertelnych,-,warmińsko-mazurskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków w tym śmiertelnych,2,wielkopolskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków w tym śmiertelnych,-,zachodniopomorskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków na 1000 ubezpieczonych (wg decyzji przyznających jednorazowe odszkodowania),2,OGÓŁEM,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków na 1000 ubezpieczonych (wg decyzji przyznających jednorazowe odszkodowania),1.6,dolnośląskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków na 1000 ubezpieczonych (wg decyzji przyznających jednorazowe odszkodowania),3,kujawsko-pomorskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków na 1000 ubezpieczonych (wg decyzji przyznających jednorazowe odszkodowania),2.3,lubelskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków na 1000 ubezpieczonych (wg decyzji przyznających jednorazowe odszkodowania),1.2,lubuskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków na 1000 ubezpieczonych (wg decyzji przyznających jednorazowe odszkodowania),2.3,łódzkie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków na 1000 ubezpieczonych (wg decyzji przyznających jednorazowe odszkodowania),1.2,małopolskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków na 1000 ubezpieczonych (wg decyzji przyznających jednorazowe odszkodowania),1.7,mazowieckie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków na 1000 ubezpieczonych (wg decyzji przyznających jednorazowe odszkodowania),1.1,opolskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków na 1000 ubezpieczonych (wg decyzji przyznających jednorazowe odszkodowania),2.3,podkarpackie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków na 1000 ubezpieczonych (wg decyzji przyznających jednorazowe odszkodowania),2.7,podlaskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków na 1000 ubezpieczonych (wg decyzji przyznających jednorazowe odszkodowania),2.4,pomorskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków na 1000 ubezpieczonych (wg decyzji przyznających jednorazowe odszkodowania),1.2,śląskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków na 1000 ubezpieczonych (wg decyzji przyznających jednorazowe odszkodowania),1.9,świętokrzyskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków na 1000 ubezpieczonych (wg decyzji przyznających jednorazowe odszkodowania),1.7,warmińsko-mazurskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków na 1000 ubezpieczonych (wg decyzji przyznających jednorazowe odszkodowania),2.5,wielkopolskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",Liczba wypadków na 1000 ubezpieczonych (wg decyzji przyznających jednorazowe odszkodowania),1.5,zachodniopomorskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",z tego według grupy wypadkowej: upadek osób,982,OGÓŁEM,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",z tego według grupy wypadkowej: upadek osób,31,dolnośląskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",z tego według grupy wypadkowej: upadek osób,65,kujawsko-pomorskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",z tego według grupy wypadkowej: upadek osób,160,lubelskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",z tego według grupy wypadkowej: upadek osób,4,lubuskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",z tego według grupy wypadkowej: upadek osób,92,łódzkie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",z tego według grupy wypadkowej: upadek osób,85,małopolskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",z tego według grupy wypadkowej: upadek osób,109,mazowieckie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",z tego według grupy wypadkowej: upadek osób,10,opolskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",z tego według grupy wypadkowej: upadek osób,88,podkarpackie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",z tego według grupy wypadkowej: upadek osób,71,podlaskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",z tego według grupy wypadkowej: upadek osób,40,pomorskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",z tego według grupy wypadkowej: upadek osób,21,śląskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",z tego według grupy wypadkowej: upadek osób,52,świętokrzyskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",z tego według grupy wypadkowej: upadek osób,27,warmińsko-mazurskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",z tego według grupy wypadkowej: upadek osób,115,wielkopolskie,2024,
"TABLICA 4 (29). WYPADKI I CHOROBY ZAWODOWE, Z TYTUŁU KTÓRYCH PRZYZNANO JEDNORAZOWE ODSZKODOWANIA WEDŁUG WOJEWÓDZTW",z tego według grupy wypadkowej: upadek osób,12,zachodniopomorskie,2024,
