TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,4000,,2025-Q1,PrzeciÍtne úwiadczenie w z≥ ZASI£KI POGRZEBOWE PO INWALIDACH WOJENNYCH WOJSKOWYCH i OSOBACH REPRESJONOWANYCH I CZ£ONKACH ICH RODZIN;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,5472,,2025-Q1,PrzeciÍtna miesiÍczna liczba úwiadczeÒ DODATKI KOMBATANCKIE;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,5474297.76,,2025-Q1,Kwota wyp≥at w z≥ DODATKI KOMBATANCKIE;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,333.49,,2025-Q1,PrzeciÍtne úwiadczenie w z≥ DODATKI KOMBATANCKIE;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,47,,2025-Q1,PrzeciÍtna miesiÍczna liczba úwiadczeÒ DODATKI PIENI ØNE DLA INWALID”W WOJENNYCH;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,180119.66,,2025-Q1,Kwota wyp≥at w z≥ DODATKI PIENI ØNE DLA INWALID”W WOJENNYCH;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,1333.24,,2025-Q1,WysokoúÊ úwiadczenia w z≥ DODATKI PIENI ØNE DLA INWALID”W WOJENNYCH;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,19492,,2025-Q1,PrzeciÍtna miesiÍczna liczba úwiadczeÒ RYCZA£TY ENERGETYCZNE;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,17678930.07,,2025-Q1,Kwota wyp≥at w z≥ RYCZA£TY ENERGETYCZNE;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,302.33,,2025-Q1,PrzeciÍtne úwiadczenie w z≥ RYCZA£TY ENERGETYCZNE;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,1172,,2025-Q1,PrzeciÍtna miesiÍczna liczba úwiadczeÒ åWIADCZENIA PIENI ØNE DLA ØO£NIERZY ZAST PCZEJ S£UØBY WOJSKOWEJ;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,1173373.58,,2025-Q1,Kwota wyp≥at w z≥ åWIADCZENIA PIENI ØNE DLA ØO£NIERZY ZAST PCZEJ S£UØBY WOJSKOWEJ;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,333.72,,2025-Q1,PrzeciÍtne úwiadczenie w z≥ åWIADCZENIA PIENI ØNE DLA ØO£NIERZY ZAST PCZEJ S£UØBY WOJSKOWEJ;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,3621,,2025-Q1,PrzeciÍtna miesiÍczna liczba úwiadczeÒ åWIADCZENIA PIENI ØNE DLA OS”B DEPORTOWANYCH DO PRACY PRZYMUSOWEJ;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,3181119.49,,2025-Q1,Kwota wyp≥at w z≥ åWIADCZENIA PIENI ØNE DLA OS”B DEPORTOWANYCH DO PRACY PRZYMUSOWEJ;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,292.84,,2025-Q1,PrzeciÍtne úwiadczenie w z≥ åWIADCZENIA PIENI ØNE DLA OS”B DEPORTOWANYCH DO PRACY PRZYMUSOWEJ;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,15067,,2025-Q1,PrzeciÍtna miesiÍczna liczba úwiadczeÒ DODATKI KOMPENSACYJNE;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,2263038.92,,2025-Q1,Kwota wyp≥at w z≥ DODATKI KOMPENSACYJNE;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,50.07,,2025-Q1,PrzeciÍtne úwiadczenie w z≥ DODATKI KOMPENSACYJNE;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,5,,2025-Q1,PrzeciÍtna miesiÍczna liczba úwiadczeÒ åWIADCZENIA PIENI ØNE DLA CYWILNYCH NIEWIDOMYCH OFIAR DZIA£A— WOJENNYCH;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,21164.85,,2025-Q1,Kwota wyp≥at w z≥ åWIADCZENIA PIENI ØNE DLA CYWILNYCH NIEWIDOMYCH OFIAR DZIA£A— WOJENNYCH;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,1410.99,,2025-Q1,PrzeciÍtne úwiadczenie w z≥ åWIADCZENIA PIENI ØNE DLA CYWILNYCH NIEWIDOMYCH OFIAR DZIA£A— WOJENNYCH;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,1451,,2025-Q1,PrzeciÍtna miesiÍczna liczba osÛb RODZICIELSKIE åWIADCZENIA UZUPE£NIAJ•CE;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,7983172.72,,2025-Q1,Kwota wyp≥at w z≥ RODZICIELSKIE åWIADCZENIA UZUPE£NIAJ•CE;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,1878.91,,2025-Q1,WysokoúÊ úwiadczenia w z≥ RODZICIELSKIE åWIADCZENIA UZUPE£NIAJ•CE;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,11990,,2025-Q1,PrzeciÍtna miesiÍczna liczba osÛb RENTY SOCJALNE;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,65762296.26,,2025-Q1,Kwota wyp≥at w z≥ RENTY SOCJALNE;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,1828.25,,2025-Q1,PrzeciÍtne úwiadczenie w z≥ RENTY SOCJALNE;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,168274,,2025-Q1,PrzeciÍtna miesiÍczna liczba úwiadczeÒ åWIADCZENIE UZUPE£NIAJ•CE DLA OS”B NIEZDOLNYCH DO SAMODZIELNEJ EGZYSTENCJI;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,246503525.23,,2025-Q1,Kwota wyp≥at w z≥ åWIADCZENIE UZUPE£NIAJ•CE DLA OS”B NIEZDOLNYCH DO SAMODZIELNEJ EGZYSTENCJI;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,488.3,,2025-Q1,PrzeciÍtne úwiadczenie w z≥ åWIADCZENIE UZUPE£NIAJ•CE DLA OS”B NIEZDOLNYCH DO SAMODZIELNEJ EGZYSTENCJI;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,324,,2025-Q1,PrzeciÍtna miesiÍczna liczba úwiadczeÒ åWIADCZENIA WYR”WNAWCZE DLA DZIA£ACZY OPOZYCJI ANTYKOMUNISTYCZNEJ ORAZ OS”B REPRESJONOWANYCH Z POWOD”W POLITYCZNYCH;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,1392478.74,,2025-Q1,Kwota wyp≥at w z≥ åWIADCZENIA WYR”WNAWCZE DLA DZIA£ACZY OPOZYCJI ANTYKOMUNISTYCZNEJ ORAZ OS”B REPRESJONOWANYCH Z POWOD”W POLITYCZNYCH;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,1432.59,,2025-Q1,PrzeciÍtne úwiadczenie w z≥ åWIADCZENIA WYR”WNAWCZE DLA DZIA£ACZY OPOZYCJI ANTYKOMUNISTYCZNEJ ORAZ OS”B REPRESJONOWANYCH Z POWOD”W POLITYCZNYCH;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,36678,,2025-Q1,PrzeciÍtna miesiÍczna liczba úwiadczeÒ åWIADCZENIA PIENI ØNE Z TYTU£U PE£NIENIA FUNKCJI SO£TYSA;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,38033571.54,,2025-Q1,Kwota wyp≥at w z≥ åWIADCZENIA PIENI ØNE Z TYTU£U PE£NIENIA FUNKCJI SO£TYSA;;;
TABLICA 1 (25). åWIADCZENIA ZLECONE DO WYP£ATY KASIE ROLNICZEGO UBEZPIECZENIA SPO£ECZNEGO,2025-Q1,354.86,,2025-Q1,WysokoúÊ úwiadczenia w z≥ åWIADCZENIA PIENI ØNE Z TYTU£U PE£NIENIA FUNKCJI SO£TYSA;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,OgÛ≥em W MARCU 2025 ROKU,1929877,OgÛ≥em,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,OgÛ≥em W MARCU 2025 ROKU,68804,dolnoúlπskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,OgÛ≥em W MARCU 2025 ROKU,116896,kujawsko-pomorskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,OgÛ≥em W MARCU 2025 ROKU,244066,lubelskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,OgÛ≥em W MARCU 2025 ROKU,23373,lubuskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,OgÛ≥em W MARCU 2025 ROKU,158906,≥Ûdzkie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,OgÛ≥em W MARCU 2025 ROKU,202336,ma≥opolskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,OgÛ≥em W MARCU 2025 ROKU,286565,mazowieckie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,OgÛ≥em W MARCU 2025 ROKU,40067,opolskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,OgÛ≥em W MARCU 2025 ROKU,123961,podkarpackie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,OgÛ≥em W MARCU 2025 ROKU,136105,podlaskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,OgÛ≥em W MARCU 2025 ROKU,64545,pomorskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,OgÛ≥em W MARCU 2025 ROKU,53139,úlπskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,OgÛ≥em W MARCU 2025 ROKU,106495,úwiÍtokrzyskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,OgÛ≥em W MARCU 2025 ROKU,68981,warmiÒsko-mazurskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,OgÛ≥em W MARCU 2025 ROKU,196100,wielkopolskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,OgÛ≥em W MARCU 2025 ROKU,39538,zachodniopomorskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych poniøej 6 ha przelicz.1),504079,OgÛ≥em,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych poniøej 6 ha przelicz.1),14917,dolnoúlπskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych poniøej 6 ha przelicz.1),15981,kujawsko-pomorskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych poniøej 6 ha przelicz.1),64985,lubelskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych poniøej 6 ha przelicz.1),5173,lubuskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych poniøej 6 ha przelicz.1),41377,≥Ûdzkie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych poniøej 6 ha przelicz.1),78014,ma≥opolskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych poniøej 6 ha przelicz.1),71360,mazowieckie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych poniøej 6 ha przelicz.1),8340,opolskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych poniøej 6 ha przelicz.1),53164,podkarpackie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych poniøej 6 ha przelicz.1),30693,podlaskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych poniøej 6 ha przelicz.1),15626,pomorskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych poniøej 6 ha przelicz.1),15925,úlπskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych poniøej 6 ha przelicz.1),33163,úwiÍtokrzyskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych poniøej 6 ha przelicz.1),11404,warmiÒsko-mazurskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych poniøej 6 ha przelicz.1),35966,wielkopolskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych poniøej 6 ha przelicz.1),7991,zachodniopomorskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,domownicy rolnikÛw pracujπcy w gospodarstwach rolnych poniøej 6 ha przelicz.1),86861,OgÛ≥em,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,domownicy rolnikÛw pracujπcy w gospodarstwach rolnych poniøej 6 ha przelicz.1),2557,dolnoúlπskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,domownicy rolnikÛw pracujπcy w gospodarstwach rolnych poniøej 6 ha przelicz.1),1753,kujawsko-pomorskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,domownicy rolnikÛw pracujπcy w gospodarstwach rolnych poniøej 6 ha przelicz.1),7088,lubelskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,domownicy rolnikÛw pracujπcy w gospodarstwach rolnych poniøej 6 ha przelicz.1),857,lubuskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,domownicy rolnikÛw pracujπcy w gospodarstwach rolnych poniøej 6 ha przelicz.1),5168,≥Ûdzkie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,domownicy rolnikÛw pracujπcy w gospodarstwach rolnych poniøej 6 ha przelicz.1),26180,ma≥opolskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,domownicy rolnikÛw pracujπcy w gospodarstwach rolnych poniøej 6 ha przelicz.1),8493,mazowieckie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,domownicy rolnikÛw pracujπcy w gospodarstwach rolnych poniøej 6 ha przelicz.1),1591,opolskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,domownicy rolnikÛw pracujπcy w gospodarstwach rolnych poniøej 6 ha przelicz.1),8256,podkarpackie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,domownicy rolnikÛw pracujπcy w gospodarstwach rolnych poniøej 6 ha przelicz.1),4443,podlaskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,domownicy rolnikÛw pracujπcy w gospodarstwach rolnych poniøej 6 ha przelicz.1),3462,pomorskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,domownicy rolnikÛw pracujπcy w gospodarstwach rolnych poniøej 6 ha przelicz.1),2750,úlπskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,domownicy rolnikÛw pracujπcy w gospodarstwach rolnych poniøej 6 ha przelicz.1),4267,úwiÍtokrzyskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,domownicy rolnikÛw pracujπcy w gospodarstwach rolnych poniøej 6 ha przelicz.1),1411,warmiÒsko-mazurskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,domownicy rolnikÛw pracujπcy w gospodarstwach rolnych poniøej 6 ha przelicz.1),7688,wielkopolskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,domownicy rolnikÛw pracujπcy w gospodarstwach rolnych poniøej 6 ha przelicz.1),897,zachodniopomorskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych 6 ha przelicz. i wiÍcej,310820,OgÛ≥em,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych 6 ha przelicz. i wiÍcej,12495,dolnoúlπskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych 6 ha przelicz. i wiÍcej,28347,kujawsko-pomorskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych 6 ha przelicz. i wiÍcej,44247,lubelskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych 6 ha przelicz. i wiÍcej,4001,lubuskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych 6 ha przelicz. i wiÍcej,25230,≥Ûdzkie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych 6 ha przelicz. i wiÍcej,9649,ma≥opolskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych 6 ha przelicz. i wiÍcej,48375,mazowieckie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych 6 ha przelicz. i wiÍcej,9073,opolskie,,;;;
TABLICA 1 (38). LICZBA OS”B PODLEGAJ•CYCH UBEZPIECZENIU ZDROWOTNEMU WED£UG WOJEW”DZTW,rolnicy prowadzπcy dzia≥alnoúÊ rolniczπ w gospodarstwach rolnych 6 ha przelicz. i wiÍcej,6806,podkarpackie,,;;;
